Status,Ticker,Side,Qty,Open_Date,Close_Date,Entry,Exit,Realized_PL,Return_Pct,Strategy,Catalyst,Notes
OPEN,OKLO,LONG,100,2026-07-07,,50.011,,,,A,Fresh resting buy from S87 filled S88. Aug 18 earnings confirmed; Groves has no further binary reaction window (missed its July 4 target as expected, see S89 news check),Stop $44.51 GTC - $3.29 wider than the $47.80 James specified at placement, confirmed deliberate override S88 ('six month low, stop is placed for a reason, log and move on'). Real max loss ~$549 not ~$220, above standard tier without a three-point declaration invoked, logged not re-argued. Retrospectively added S89 via trading_journal98.jsx reconstruction - this row was missing entirely despite the position being live and confirmed via IBKR screenshot.
CLOSED,RHM,LONG,10,2026-06-26,2026-07-08,947.880,1065.800,1179.20,12.44,A,Manual discretionary exit S89 - chart showed the same rollover-before-crash pattern that preceded the May 7 Q1-miss drop and the June 24 F126-cancellation crash; exited ahead of the Iran ceasefire collapse rather than waiting for Aug 6 earnings,EUR-denominated, not converted to USD in this row. Exit order itself (DAY limit 1085.6) missed a premarket gap-down and never filled; position was closed manually near the stated target after the standalone stop had already been cancelled on the assumption the limit would handle it. James confirmed he was actively monitoring throughout that window, not neglecting it. Standing stop 239.8 correctly cancelled post-exit, no orphan risk realized.
CLOSED,ZS,LONG,80,2026-06-22,2026-07-08,122.613,144.710,1767.76,18.02,A,Manual discretionary exit S89 - double-rejection pattern at ~155 resistance (two tests two failures) plus broader Iran-driven risk-off tape,Stop was trailed multiple times through the session (138.84 -> 148.00 -> 145.00 -> 148.00) before the discretionary exit above the final stop level.
CLOSED,AIRJ,LONG,900,2026-06-22,2026-07-08,4.956,4.380,-518.40,-11.62,SPEC,Stopped out during the Iran-escalation volatility spike,ESTIMATED exit price using the last confirmed live stop level ($4.38) - James confirmed the stop-out verbally but did not separately state the exact fill price this session. Flag for reconciliation against broker statement.
CLOSED,AGI,LONG,161,2026-06-23,2026-07-08,31.007,29.400,-258.73,-5.18,A,Stopped out - consistent with the session's broader gold-not-confirming pattern (GLD/GDX/AEM all red despite the Iran crisis yields/dollar strength overpowering safe-haven demand),Confirmed by James at $29.40.
CLOSED,BP,LONG,500,2026-07-08,2026-07-08,39.350,38.985,-182.50,-0.93,SPEC,Premarket entry on the oil-trading-desk-windfall thesis explicitly framed by James as a same-day scalp to offset broader daily losses,The anticipated oil surge did not materialize same-day, stopped out quickly. Structural finding: could not set an outside-RTH stop on this ADR at all during the position's life, likely a foreign-ADR platform limitation distinct from ZS's fixable settings gap - flagged as a standing constraint for future ADR entries, not resolved this session.
OPEN,PDYN,LONG,1000,2026-07-08,,5.300,,,,A,P44 mandatory decision resolved ENTER - Stage 2 complete pre-session thesis-failure stop level confirmed by James at $4.80,Filled $5.30. Stop corrected same session from an initial $4.70 to $4.79 then trailed intraday to $5.18 and $5.33 as the position ran. R:R 3.3:1 to T1 $7.00 at the corrected stop.
CLOSED,RIVN,LONG,500,2026-07-08,2026-07-09,16.126,16.500,181.73,2.25,SPEC,75M-share dilutive offering priced $15.50 crashed the stock ~18-19% despite a genuine Q2 revenue guidance beat ($1.55-1.65B vs $1.46B consensus) and a raised full-year delivery guide,Stopped out S91 market open, full 500sh via the $16.50 stop, not the $17.00 partial limit (never reached, price reversed before it could fill). Stop had already been raised above cost so the reversal banked a real gain rather than a loss. Realized includes confirmed $2.50 buy and $2.77 sell commissions.
CLOSED,AVAV,LONG,100,2026-07-08,2026-07-09,161.011,149.480,-1155.43,-7.18,SPEC,Genuinely exceptional run of confirmed positive news weighed against a real risk layer found mid-session (active securities fraud class action re: SCAR/BADGER program June 22 financial restatement - both pre-existing already priced through the post-earnings rally not a fresh shock),Stopped out S91 market open via stop-limit (trigger $150.00/$149.50 as widened, limit $145.00), filled $149.48. RBC downgrade July 9 (Outperform to Sector Perform, target $210 to $180) was a valuation/timing call not a fundamental one, RBC stayed constructive on the business. James's SPEC framing at entry ("may be wrong") held, loss sits inside the pre-agreed risk band from the same-session stop widen. Re-entry watch set at $141 if it gets there, contingent on a confirmed base and no fresh negative catalyst. Realized includes confirmed $1.00 buy and $1.33 sell commissions.
CLOSED,LEVI,LONG,500,2026-07-09,2026-07-09,22.900,22.502,-204.33,-1.78,B,ChatGPT-scan sourced, verified before entry - Q2 beat, guidance raised second straight quarter, sold off on a fractional guidance-midpoint miss plus tariff/DC-transition headwinds,Same-day round trip. Entered pre-open via patient GTC limit outside RTH (T80 exception logged, platform constraint meant only a stop-limit could run outside RTH). Stopped out at the open, $22.502, before the planned $24.80 partial could fill - price reversed lower first. Stock then rallied same session to $24.31, +2.49% on the day, confirming the thesis was right, the stop was wrong. Full lesson logged as P71 in LESSONS_LEARNED.md: a stop tightened specifically to protect against open volatility sat inside the shakeout zone rather than at genuine thesis failure. Realized includes confirmed $2.50 buy and $2.83 sell commissions.
OPEN,GTBIF,LONG,1000,2026-07-09,,7.206,,,,A,DEA hearing concludes no later than July 15, GTBIF preferred vehicle over TLRY (Canadian LP, no real US 280E exposure, no plant-touching revenue),Filled intra-session at $7.20 (order 2043614393, PINK.OTCQX). Bracket stop live at $5.50 GTC, confirmed via live screenshot S91 as the deliberate figure superseding the $6.49 originally planned - logged and moved on per James. Separate discretionary thesis-break trigger, distinct from the mechanical stop: a close below $7.00-7.03 (defended twice during the actual hearing window) is treated as thesis collapse regardless of where price sits relative to the stop. Hard exit July 15 hearing conclusion or first clear ALJ signal, whichever first, not held for the eventual DEA Administrator final rule.
CLOSED,OKLO,LONG,200,2026-07-10,2026-07-13,49.301,45.446,-771.00,-7.79,A,Second 100sh tranche added on the resting $48.58 GTC order, positioned ahead of Groves' confirmed live criticality catalyst per P72,Add tranche filled S92 at $48.58, blending average cost to $49.301 across the combined 200sh. Confirmed double-bracketed by two separate $44.51 GTC stops (100sh each). S95: James tightened both brackets to $45.46 mid-session ahead of a volatile Iran-escalation/semis-selloff day; both fired same session at $45.44 and $45.452 (blended exit shown). Combined realized loss $771.00.
CLOSED,FATE,LONG,3000,2026-07-10,2026-07-10,2.9080,3.0035,255.76,2.93,SPEC,StratB scout name (FT839 FDA IND clearance for a dual CD19/CD38 CAR-T basket trial, verified real), entry thesis was a genuine sustained OBV accumulation signal (34K to 272K over ~50 min) with price holding a real $2.82-2.88 base after a sharp capitulation crash earlier the same session,Same-session round trip. Buy Stop-Limit triggered and filled in three lots totalling 3,000sh @ avg $2.907985 (76@$2.9077 + 2,850@$2.908 + 74@$2.9077, all DARK, $15.01 total buy commission), better than the $2.90 trigger. Exited manually in two tranches: 1,000 @ $3.0105 (DARK, $5.26 commission) and 2,000 @ $3.00 (NASDAQ, $10.52 commission), blended $3.0035. Gross P&L $286.55, total commissions $30.79 both legs, net realized $255.76, reconciles exactly against the account's own July 10 daily realized total, the sole closed round trip that day. CORRECTED S93 (11 July): prior entry in this row had the two exit fills paired to the wrong exchange/price and understated commissions, producing an incorrect $266.26/3.05% that did not tie to the account's own daily total; verified against per-fill trade data from a live screenshot, this is now the reconciled figure. Discretionary exit, not the resting $2.82 stop and not a pre-declared target, no formal target was ever declared for this trade, worth noting for T67 going forward. Order/entry level revised three times intraday as the original $2.88 invalidation was broken and the setup re-underwritten each time, see journal101 for the full sequence.
OPEN,OPXS,LONG,500,2026-07-10,,13.000,,,,STANDARD,Pre-rerating small-cap screen name, Stage 2 confirmed - profitable defense-optics maker, fresh OBV high the same day price consolidated off a Q2 appropriations-delay dip (real, already-materialised risk, not purely forward-looking as the source report implied), no debt, real backlog,Resting GTC Buy Limit filled 500sh @ $13.00. Stop-Limit bracket $10.50/$11.00 GTC. Standard-tier position sizing, not speculative - profitable business with a defined near-term catalyst (2H fiscal-2026 delivery ramp, ~October 1 start date) rather than a binary/momentum name.
CLOSED,PEP,LONG,50,2026-07-10,2026-07-13,135.730,140.030,215.00,3.17,SPEC,StratB-scout sourced tactical entry - independently verified guidance affirmed not raised and a small EPS miss (source report had this backwards as a beat); real North American consumer softness tied by the CEO to Iran-conflict gas-price spikes,PARTIAL EXIT S95 - 50 of the original 100sh confirmed exited via live screenshot, realized $215 (exit price backed into from the realized figure, not independently confirmed against Trades tab). James confirmed this exit strategy deliberately and said he may lower the target further as the session progressed. REMAINING 50sh still open, see OPEN row below.
CLOSED,PEP,LONG,50,2026-07-10,2026-07-14,135.730,137.501,88.55,1.30,SPEC,Remaining half of the original StratB tactical entry after the S95 partial exit above,CLEANED UP post-close S95: orphaned $155.32/100sh sell limit CANCELLED per James. Live orders on the 50sh position S95 close: SELL 50 Limit $143.00 GTC (later adjusted to $142.60), SELL 50 Stop $137.55 GTC. STOPPED OUT S96, 14 July 2026: filled 137.501 against the $137.55 stop, confirmed via TWS Orders screenshot (Status: Filled). Realized gain approximately matches the account's Realized P&L moving from $1,183.04 to $1,269.91 same session (~$86.87 combined with rounding/commissions). URGENT, FLAGGED SAME SESSION: the SELL Limit 50 @ $142.60 profit-take order remained resting on the now-closed position at the time of discovery, same naked-short risk pattern as OPTX earlier this session - flagged to James for cancellation, confirm cancelled at next session open.
OPEN,AISP,LONG,1126,2026-07-10,,2.200,,,,SPEC,External pre-rerating small-cap report, independently verified against Q1 2026 10-Q/8-K (revenue +45% YoY, positive adjusted EBITDA, real cash position),CORRECTED S93 (11 July): full 1,126sh GTC order confirmed filled, not the 200sh partial fill this row previously recorded. Trade data confirms two additional fills same session (200 + 926) completing the order at the same $2.20 limit. Stop $1.95 GTC. V1-GO conviction 50%, technical setup unconfirmed at time of order build (round-trip pattern, OBV just beginning to turn).
CLOSED,OPTX,LONG,500,2026-07-10,2026-07-13,8.710,8.650,-30.00,-0.69,SPEC,StratB scout top pick - 3 independently-verified GlobeNewswire order announcements within 3 weeks (missile laser guidance, AI/AR military optics, biomedical), genuine OBV bullish divergence through a 43% pre-entry price decline,Filled $8.71 on the confirmed breakout reclaim of $8.60. FAILED the strict crash stress test, accepted only at small size given a scout-set 17 July hard exit. RESOLVED post-close: the anticipated rebound did not materialize as expected; James reviewed the position and deliberately adjusted the stop up from the documented $8.19/$7.50, exiting at $8.65 as a preferred discretionary exit rather than the original mechanical stop. Not a data/order discrepancy.
